ID da Ordem,Etapa,Código do Status,Modificado por,SLA,Data do Evento,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1792447,😔 Desistiu (1 hora sem interação),1,-,-,2025-06-26 14:11:17,26/06/2025 14:11,-,-,-,-,-,-,-
1777188,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-06-25 14:19:16,25/06/2025 14:19,-,-,-,-,-,-,-
1802758,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-01 11:45:28,01/07/2025 11:45,-,-,-,-,-,-,-
1789212,🧑‍🧑‍🧒‍🧒 Apresentação da Vaga,6,pasquali@pasquali.com.br,-,2025-06-23 18:06:07,23/06/2025 18:06,-,-,-,-,-,-,-
1789141,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-06-26 12:08:48,26/06/2025 12:08,-,-,-,-,-,-,-
1785422,😭 Não Apto,4,pasquali@pasquali.com.br,-,2025-06-20 09:54:16,20/06/2025 09:54,-,-,-,-,-,-,-
1882890,🧑‍💻1️⃣✅  Apto Vaga 1,2,-,-,2025-08-12 18:55:47,12/08/2025 18:55,13/08/2025 09:07,-,0.59 dias,-,-,-,-
1882890,👍 Confirmação de Agendamento,C,talita.prates,-,2025-08-13 09:07:19,13/08/2025 09:07,13/08/2025 09:23,-,0.01 dias,-,-,-,-
1882890,🧑‍🧑‍🧒‍🧒 Apresentação da Vaga,6,talita.prates,-,2025-08-13 09:23:32,13/08/2025 09:23,-,-,-,-,-,-,-
1804274,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-03 10:12:30,03/07/2025 10:12,-,-,-,-,-,-,-
1801797,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-02 15:02:33,02/07/2025 15:02,-,-,-,-,-,-,-
1791065,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-06-25 11:59:30,25/06/2025 11:59,-,-,-,-,-,-,-
1781339,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-06-23 14:36:08,23/06/2025 14:36,-,-,-,-,-,-,-
1777515,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-06-23 13:30:53,23/06/2025 13:30,-,-,-,-,-,-,-
1864297,😔 Desistiu (1 hora sem interação),1,pasquali@pasquali.com.br,-,2025-07-31 14:30:38,31/07/2025 14:30,-,-,-,-,-,-,-
1828822,😭 Não Apto,4,pasquali@pasquali.com.br,-,2025-07-17 14:51:31,17/07/2025 14:51,-,-,-,-,-,-,-
1825690,😔 Desistiu (1 hora sem interação),1,-,-,2025-07-11 16:51:38,11/07/2025 16:51,-,-,-,-,-,-,-
1820463,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-16 15:07:08,16/07/2025 15:07,-,-,-,-,-,-,-
1813139,😔 Desistiu (1 hora sem interação),1,-,-,2025-07-04 10:05:37,04/07/2025 10:05,-,-,-,-,-,-,-
1810824,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-03 11:09:35,03/07/2025 11:09,-,-,-,-,-,-,-
1801993,🧑‍🧑‍🧒‍🧒 Apresentação da Vaga,6,pasquali@pasquali.com.br,-,2025-07-01 09:22:43,01/07/2025 09:22,-,-,-,-,-,-,-
1800257,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-07-01 12:22:28,01/07/2025 12:22,-,-,-,-,-,-,-
1799595,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-07-01 12:28:45,01/07/2025 12:28,-,-,-,-,-,-,-
1790968,🧑‍🧑‍🧒‍🧒 Apresentação da Vaga,6,pasquali@pasquali.com.br,-,2025-06-25 12:45:34,25/06/2025 12:45,-,-,-,-,-,-,-
1790700,🧑‍🧑‍🧒‍🧒 Entrevista Individual,7,pasquali@pasquali.com.br,-,2025-06-26 14:27:00,26/06/2025 14:27,-,-,-,-,-,-,-
1760597,😔 Desistiu (1 hora sem interação),1,pasquali@pasquali.com.br,-,2025-06-11 12:34:11,11/06/2025 12:34,-,-,-,-,-,-,-
1759705,😔 Desistiu (1 hora sem interação),1,-,-,2025-06-07 15:46:37,07/06/2025 15:46,-,-,-,-,-,-,-
1754293,✅ Aprovado,9,pasquali@pasquali.com.br,-,2025-06-04 16:56:48,04/06/2025 16:56,-,-,-,-,-,-,-
1884339,🤖 Respondendo Chat,0,-,-,2025-08-13 19:05:22,13/08/2025 19:05,13/08/2025 19:08,-,0.0 dias,-,-,-,-
1884339,🧑‍💻1️⃣✅  Apto Vaga 1,2,-,-,2025-08-13 19:08:49,13/08/2025 19:08,13/08/2025 19:13,-,0.0 dias,-,-,-,-
1884339,👍 Confirmação de Agendamento,C,talita.prates@ppgj.com.br,-,2025-08-13 19:13:53,13/08/2025 19:13,-,-,-,-,-,-,-
1844735,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-24 10:26:23,24/07/2025 10:26,-,-,-,-,-,-,-
1835476,😔 Desistiu (1 hora sem interação),1,-,-,2025-07-17 15:27:23,17/07/2025 15:27,-,-,-,-,-,-,-
1831012,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-15 12:18:06,15/07/2025 12:18,-,-,-,-,-,-,-
1826109,🤔 Em Análise Parte2,8,pasquali@pasquali.com.br,-,2025-07-14 11:27:44,14/07/2025 11:27,-,-,-,-,-,-,-
